,time,theta,psi
457,7.61666666666667000000E+00,1.24684240601782000000E+01,7.71135008782309000000E-03
458,7.63333333333333000000E+00,1.24742625019896000000E+01,6.82190767463653000000E-03
459,7.65000000000000000000E+00,1.24801009438009000000E+01,5.93246526145003000000E-03
460,7.66666666666667000000E+00,1.24849980458252000000E+01,5.34240057854840000000E-03
461,7.68333333333333000000E+00,1.24898796581191000000E+01,4.75726215115102000000E-03
462,7.70000000000000000000E+00,1.24947612704130000000E+01,4.17212372375370000000E-03
463,7.71666666666667000000E+00,1.24995939536704000000E+01,3.60039437237877000000E-03
464,7.73333333333333000000E+00,1.25037365251964000000E+01,3.21779117845719000000E-03
465,7.75000000000000000000E+00,1.25078790967223000000E+01,2.83518798453561000000E-03
466,7.76666666666667000000E+00,1.25120216682483000000E+01,2.45258479061403000000E-03
467,7.78333333333333000000E+00,1.25160834830747000000E+01,2.08992534638321000000E-03
468,7.80000000000000000000E+00,1.25196826076205000000E+01,1.84153232464065000000E-03
469,7.81666666666667000000E+00,1.25232817321662000000E+01,1.59313930289810000000E-03
470,7.83333333333333000000E+00,1.25268808567120000000E+01,1.34474628115555000000E-03
471,7.85000000000000000000E+00,1.25303370409262000000E+01,1.12909566606841000000E-03
472,7.86666666666667000000E+00,1.25335330029649000000E+01,9.73052442399314000000E-04
473,7.88333333333333000000E+00,1.25367289650036000000E+01,8.17009218730222000000E-04
474,7.90000000000000000000E+00,1.25399249270423000000E+01,6.60965995061144000000E-04
475,7.91666666666667000000E+00,1.25429654596705000000E+01,5.42278703242659000000E-04
476,7.93333333333333000000E+00,1.25458841140531000000E+01,4.52883650400492000000E-04
477,7.95000000000000000000E+00,1.25488027684357000000E+01,3.63488597558324000000E-04
478,7.96666666666667000000E+00,1.25517214228183000000E+01,2.74093544716150000000E-04
479,7.98333333333333000000E+00,1.25545240197403000000E+01,2.24172225361190000000E-04
480,8.00000000000000000000E+00,1.25572912503105000000E+01,1.86279791854985000000E-04
481,8.01666666666667000000E+00,1.25600584808807000000E+01,1.48387358348781000000E-04
482,8.03333333333333000000E+00,1.25628257114509000000E+01,1.10494924842580000000E-04
483,8.05000000000000000000E+00,1.25655629611845000000E+01,1.17041079663695000000E-04
484,8.06666666666667000000E+00,1.25682993595827000000E+01,1.24849112094220000000E-04
485,8.08333333333333000000E+00,1.25710357579809000000E+01,1.32657144524745000000E-04
486,8.10000000000000000000E+00,1.25737807644773000000E+01,1.45685102263076000000E-04
487,8.11666666666667000000E+00,1.25765957020544000000E+01,2.01119060609635000000E-04
488,8.13333333333333000000E+00,1.25794106396315000000E+01,2.56553018956187000000E-04
489,8.15000000000000000000E+00,1.25822255772086000000E+01,3.11986977302746000000E-04
490,8.16666666666667000000E+00,1.25850897224887000000E+01,3.81537914192764000000E-04
491,8.18333333333333000000E+00,1.25881040291491000000E+01,4.94167980100546000000E-04
492,8.20000000000000000000E+00,1.25911183358095000000E+01,6.06798046008314000000E-04
493,8.21666666666667000000E+00,1.25941326424699000000E+01,7.19428111916096000000E-04
494,8.23333333333333000000E+00,1.25972759284925000000E+01,8.61673391711185000000E-04
495,8.25000000000000000000E+00,1.26006260912357000000E+01,1.05142005636419000000E-03
496,8.26666666666667000000E+00,1.26039762539789000000E+01,1.24116672101719000000E-03
497,8.28333333333333000000E+00,1.26073264167221000000E+01,1.43091338567017000000E-03
498,8.30000000000000000000E+00,1.26109704277006000000E+01,1.68784908285921000000E-03
499,8.31666666666667000000E+00,1.26148843322185000000E+01,2.00649651972318000000E-03
500,8.33333333333333000000E+00,1.26187982367364000000E+01,2.32514395658720000000E-03
501,8.35000000000000000000E+00,1.26227121412543000000E+01,2.64379139345117000000E-03
502,8.36666666666667000000E+00,1.26266260457722000000E+01,2.96243883031516000000E-03
503,8.38333333333333000000E+00,1.26311757628734000000E+01,3.44671188743934000000E-03
504,8.40000000000000000000E+00,1.26359547424410000000E+01,3.99070653425648000000E-03
505,8.41666666666667000000E+00,1.26407337220087000000E+01,4.53470118107363000000E-03
